id,x,y,energy,range,alive
1,713.99,681.41,2,60,True
2,528.92,671.41,2,60,True
3,612.47,576.59,2,60,True
4,983.32,754.02,2,60,True
5,663.05,914.24,2,60,True
6,845.1,103.93,2,60,True
7,944.7,691.63,2,60,True
8,30.31,840.45,2,60,True
9,41.78,511.04,2,60,True
10,923.26,8.89,2,60,True
11,549.13,398.33,2,60,True
12,314.56,918.71,2,60,True
13,20.95,561.74,2,60,True
14,175.53,383.66,2,60,True
15,740.05,408.57,2,60,True
16,477.88,544.21,2,60,True
17,375.26,460.37,2,60,True
18,272.72,655.78,2,60,True
19,43.49,382.22,2,60,True
20,179.07,611.09,2,60,True
21,417.08,956.39,2,60,True
22,326.16,367.39,2,60,True
23,885.63,752.93,2,60,True
24,4.36,753.33,2,60,True
25,683.23,669.64,2,60,True
26,216.3,697.73,2,60,True
27,684.06,354.73,2,60,True
28,176.61,917.25,2,60,True
29,176.79,840.92,2,60,True
30,369.36,239.68,2,60,True
31,205.96,749.18,2,60,True
32,151.81,22.01,2,60,True
33,754.67,248.0,2,60,True
34,261.61,847.02,2,60,True
35,290.29,605.25,2,60,True
36,440.27,885.71,2,60,True
37,471.81,37.25,2,60,True
38,268.27,269.27,2,60,True
39,733.85,781.5,2,60,True
40,131.06,660.91,2,60,True
41,733.7,472.09,2,60,True
42,133.37,891.11,2,60,True
43,553.89,610.66,2,60,True
44,985.1,98.74,2,60,True
45,321.83,119.64,2,60,True
46,165.87,822.08,2,60,True
47,358.99,993.36,2,60,True
48,660.82,39.73,2,60,True
49,429.35,888.88,2,60,True
50,684.17,396.39,2,60,True
51,196.17,973.95,2,60,True
52,531.14,509.71,2,60,True
53,663.79,742.9,2,60,True
54,684.15,48.74,2,60,True
55,804.22,491.15,2,60,True
56,418.19,449.45,2,60,True
57,995.46,357.99,2,60,True
58,222.95,142.71,2,60,True
59,118.86,51.02,2,60,True
60,229.45,224.52,2,60,True
61,272.89,275.97,2,60,True
62,537.06,136.1,2,60,True
63,312.09,192.43,2,60,True
64,45.2,320.73,2,60,True
65,793.53,763.77,2,60,True
66,96.72,474.5,2,60,True
67,24.69,538.06,2,60,True
68,404.66,452.77,2,60,True
69,834.09,342.1,2,60,True
70,661.26,254.15,2,60,True
71,241.92,647.32,2,60,True
72,486.71,944.88,2,60,True
73,853.57,842.37,2,60,True
74,935.43,219.7,2,60,True
75,920.1,25.93,2,60,True
76,312.24,144.22,2,60,True
77,804.85,31.14,2,60,True
78,544.95,58.65,2,60,True
79,672.39,503.3,2,60,True
80,668.34,608.03,2,60,True
81,299.04,363.15,2,60,True
82,577.02,380.66,2,60,True
83,206.33,27.16,2,60,True
84,342.84,313.48,2,60,True
85,896.2,919.81,2,60,True
86,444.97,676.2,2,60,True
87,746.46,489.59,2,60,True
88,257.33,453.61,2,60,True
89,871.59,366.86,2,60,True
90,315.33,950.77,2,60,True
91,167.4,308.94,2,60,True
92,416.85,886.85,2,60,True
93,971.51,815.42,2,60,True
94,672.96,789.45,2,60,True
95,446.85,488.29,2,60,True
96,817.35,457.89,2,60,True
97,522.44,764.76,2,60,True
98,854.03,197.41,2,60,True
99,423.43,207.05,2,60,True
100,800.27,101.83,2,60,True
101,833.25,846.77,2,60,True
102,527.96,897.39,2,60,True
103,503.89,106.0,2,60,True
104,773.89,121.72,2,60,True
105,709.98,937.47,2,60,True
106,841.61,632.91,2,60,True
107,828.0,321.55,2,60,True
108,157.67,90.6,2,60,True
109,908.9,375.57,2,60,True
110,934.54,802.73,2,60,True
111,164.05,797.77,2,60,True
112,235.27,185.72,2,60,True
113,995.44,17.58,2,60,True
114,512.04,154.5,2,60,True
115,375.66,751.6,2,60,True
116,431.17,157.24,2,60,True
117,650.76,177.87,2,60,True
118,133.65,793.87,2,60,True
119,956.69,41.41,2,60,True
120,262.6,494.96,2,60,True
121,562.95,789.42,2,60,True
122,999.97,90.55,2,60,True
123,16.18,361.99,2,60,True
124,248.08,15.21,2,60,True
125,576.96,303.76,2,60,True
126,185.11,929.44,2,60,True
127,234.37,461.87,2,60,True
128,485.81,506.09,2,60,True
129,229.28,329.52,2,60,True
130,414.69,954.76,2,60,True
131,241.8,697.01,2,60,True
132,638.45,662.55,2,60,True
133,209.29,78.39,2,60,True
134,897.87,838.29,2,60,True
135,417.75,659.87,2,60,True
136,477.1,864.67,2,60,True
137,728.59,280.34,2,60,True
138,644.5,331.48,2,60,True
139,805.71,738.49,2,60,True
140,157.77,57.5,2,60,True
141,980.26,552.76,2,60,True
142,187.32,354.05,2,60,True
143,378.7,679.0,2,60,True
144,597.5,389.15,2,60,True
145,882.37,783.42,2,60,True
146,929.46,140.42,2,60,True
147,178.67,577.26,2,60,True
148,613.76,997.87,2,60,True
149,360.96,56.11,2,60,True
150,615.23,75.49,2,60,True
151,2.41,506.72,2,60,True
152,618.45,174.07,2,60,True
153,60.23,798.31,2,60,True
154,524.27,870.64,2,60,True
155,867.41,82.84,2,60,True
156,869.03,485.36,2,60,True
157,825.38,760.67,2,60,True
