id,x,y,energy,range,alive
1,500,380,5,200,TRUE
2,380,500,5,200,TRUE
3,620,500,5,200,TRUE
4,500,620,5,200,TRUE
5,420,420,5,200,TRUE
6,580,580,5,200,TRUE
7,500,260,5,200,TRUE
8,260,500,5,200,TRUE
9,740,500,5,200,TRUE
10,500,740,5,200,TRUE
11,360,360,5,200,TRUE
12,640,360,5,200,TRUE
13,360,640,5,200,TRUE
14,640,640,5,200,TRUE
15,420,260,5,200,TRUE
16,580,260,5,200,TRUE
17,420,740,5,200,TRUE
18,580,740,5,200,TRUE
19,100,100,5,200,TRUE
20,200,300,5,200,TRUE
21,100,500,5,200,TRUE
22,100,700,5,200,TRUE
23,100,900,5,200,TRUE
24,330,200,5,200,TRUE
25,300,300,5,200,TRUE
26,300,500,5,200,TRUE
27,300,700,5,200,TRUE
28,300,900,5,200,TRUE
29,500,100,5,200,TRUE
30,500,300,5,200,TRUE
31,500,500,5,200,TRUE
32,500,700,5,200,TRUE
33,500,900,5,200,TRUE
34,700,100,5,200,TRUE
35,700,300,5,200,TRUE
36,700,500,5,200,TRUE
37,700,700,5,200,TRUE
38,700,900,5,200,TRUE
39,900,100,5,200,TRUE
40,900,300,5,200,TRUE
41,900,500,5,200,TRUE
42,900,700,5,200,TRUE
43,900,900,5,200,TRUE
