id,x,y,energy,range,alive
0,571.6547208319446,544.9259418096256,2.0,50.0,True
1,546.7727543747577,675.6881333479432,2.0,50.0,True
2,728.0581652484669,279.1860298540533,2.0,50.0,True
3,687.2230931982888,589.9345705145879,2.0,50.0,True
4,573.6581803492178,410.83692355996754,2.0,50.0,True
5,256.98964592498754,587.3206574238205,2.0,50.0,True
6,735.3356266223651,323.65120208835293,2.0,50.0,True
7,712.5216752336934,332.4757544256224,2.0,50.0,True
8,426.73644794799014,460.8826178644882,2.0,50.0,True
9,560.7481807046485,722.4102531262274,2.0,50.0,True
10,557.3579114105175,306.4198446419387,2.0,50.0,True
11,257.9319939336708,709.5586317578031,2.0,50.0,True
12,404.4733535630791,299.85881276717,2.0,50.0,True
13,407.10097982229814,259.04942433058386,2.0,50.0,True
14,436.75828676606596,728.3837174745901,2.0,50.0,True
15,402.8061289192715,411.75560492998017,2.0,50.0,True
16,695.232239179303,708.2644954822587,2.0,50.0,True
17,403.28609358539956,254.95310382378142,2.0,50.0,True
18,741.9015071827625,458.191970888662,2.0,50.0,True
19,292.31489859371504,602.7445871442255,2.0,50.0,True
20,295.221502637513,605.0525735216444,2.0,50.0,True
21,278.85547316675047,718.9967034180798,2.0,50.0,True
22,271.398513131376,570.5644930717211,2.0,50.0,True
23,556.0975506629406,449.7460582303468,2.0,50.0,True
24,428.6033833975987,556.2562501601894,2.0,50.0,True
25,707.154159172905,668.5470970008657,2.0,50.0,True
26,727.8482545253247,462.57853345491196,2.0,50.0,True
27,446.3744016798371,469.4222544243025,2.0,50.0,True
28,325.6962364557639,421.36911096713413,2.0,50.0,True
29,420.4459126206529,726.3764280227873,2.0,50.0,True
30,303.65422465434347,557.379362084191,2.0,50.0,True
31,253.19760577875496,265.32399182246104,2.0,50.0,True
32,267.6727017115557,291.6432803793673,2.0,50.0,True
33,715.6968712852846,291.6619480618166,2.0,50.0,True
34,446.66513876325166,541.965320615732,2.0,50.0,True
35,431.2426822594816,390.39759780495376,2.0,50.0,True
36,697.0119537905765,326.36053137041534,2.0,50.0,True
37,543.3938153083154,711.5628671896587,2.0,50.0,True
38,278.2713911519684,550.6131011612998,2.0,50.0,True
39,596.625113966272,712.2741420207944,2.0,50.0,True
40,600.7313583146483,545.0200207243932,2.0,50.0,True
41,738.2971244418433,734.2484157684459,2.0,50.0,True
42,307.2492271361301,313.0945887905113,2.0,50.0,True
43,700.8687631564072,415.73719545484965,2.0,50.0,True
44,743.5567955066731,716.5992037935058,2.0,50.0,True
45,405.3615466683055,740.0047660150493,2.0,50.0,True
46,594.2914491304368,416.7740227567027,2.0,50.0,True
47,751.1561977492493,280.92343349515875,2.0,50.0,True
48,611.9865635975158,706.650898829605,2.0,50.0,True
49,426.4384846584737,466.9110416099134,2.0,50.0,True
50,547.4827520738202,588.384626037613,2.0,50.0,True
51,286.6777290496935,578.4964680807742,2.0,50.0,True
52,577.961676162855,556.376187336733,2.0,50.0,True
53,533.4022435175564,693.70679617984,2.0,50.0,True
54,699.410789902997,613.0237743218108,2.0,50.0,True
55,725.4880509156314,702.3802405683081,2.0,50.0,True
56,266.0324842305841,426.48342713074766,2.0,50.0,True
57,422.00968887639283,452.80090643977144,2.0,50.0,True
58,439.0629237673294,570.890745714265,2.0,50.0,True
59,437.2192304299018,555.9344343181717,2.0,50.0,True
60,699.857382099029,737.7223922108928,2.0,50.0,True
61,305.88554748903795,295.1507202856391,2.0,50.0,True
62,437.0065635394721,538.8962322034293,2.0,50.0,True
63,326.4051627962155,419.09641124863714,2.0,50.0,True
64,309.95270737263115,429.48767179724973,2.0,50.0,True
65,567.9544647860291,297.8033699305886,2.0,50.0,True
66,710.2961266407942,607.0658248269151,2.0,50.0,True
67,250.88590140774244,730.6899393860392,2.0,50.0,True
68,743.7791750094723,263.1232359326125,2.0,50.0,True
69,443.76849550150723,596.3240665512479,2.0,50.0,True
70,575.6251333873784,554.1826044762894,2.0,50.0,True
71,569.9962700955756,459.03502025623243,2.0,50.0,True
72,565.8480919568476,442.4938969895579,2.0,50.0,True
73,543.543896586394,702.1638256549185,2.0,50.0,True
74,456.8870039850285,728.5309496310238,2.0,50.0,True
75,532.7621359313728,569.1071836512058,2.0,50.0,True
76,681.1505354444723,575.8084822564615,2.0,50.0,True
77,459.67073215037357,702.6687165364132,2.0,50.0,True
78,318.1600559089474,282.29471218494285,2.0,50.0,True
79,271.45958662559065,413.6111991901996,2.0,50.0,True
80,685.9395959905017,416.7091369009925,2.0,50.0,True
81,469.0499569092558,583.6544217540577,2.0,50.0,True
82,287.1538811579459,431.9884970832263,2.0,50.0,True
83,576.9599504005821,698.9097451424068,2.0,50.0,True
84,307.45536756193803,538.1987889680695,2.0,50.0,True
85,536.1624039379639,547.2086449857716,2.0,50.0,True
86,694.7442200258661,671.0449325584576,2.0,50.0,True
87,707.7891724070603,253.11099669136604,2.0,50.0,True
88,420.31283835955696,259.1520898610226,2.0,50.0,True
89,737.8716368572161,742.1815607112271,2.0,50.0,True
90,282.1128307237161,453.8190362830377,2.0,50.0,True
91,302.16742639128876,256.6102833542022,2.0,50.0,True
92,570.2020425755519,430.1774686952557,2.0,50.0,True
93,687.7993918713905,287.2205535131297,2.0,50.0,True
94,669.4933629955386,296.74414004808057,2.0,50.0,True
95,536.5101846896026,737.4530921186749,2.0,50.0,True
96,393.1746717532585,595.1764798747857,2.0,50.0,True
97,728.1313797261249,402.10090421681286,2.0,50.0,True
98,592.4164159706995,682.6641207512675,2.0,50.0,True
99,434.0178600216326,715.2644091683989,2.0,50.0,True
100,305.23438623840275,396.84459567861785,2.0,50.0,True
101,392.45875871306134,427.279109606382,2.0,50.0,True
102,546.0366570466903,433.6168324104494,2.0,50.0,True
103,740.5571581937746,281.96803515670865,2.0,50.0,True
104,260.8608757672966,593.7414861283842,2.0,50.0,True
105,670.4487151767738,299.111554161984,2.0,50.0,True
106,319.95491082732553,435.3192982777856,2.0,50.0,True
107,314.7013710189698,711.7130232853842,2.0,50.0,True
108,611.329455711636,721.3432544776966,2.0,50.0,True
109,252.51035222713526,437.66377696967993,2.0,50.0,True
110,307.87555260557036,571.0254461259252,2.0,50.0,True
