id,x,y,energy,range,alive
17000,290.0,290.0,10.0,150.0,True
17001,430.0,290.0,10.0,150.0,True
17002,570.0,290.0,10.0,150.0,True
17003,710.0,290.0,10.0,150.0,True
17004,290.0,430.0,10.0,150.0,True
17005,430.0,430.0,0.05,150.0,True
17006,570.0,430.0,10.0,150.0,True
17007,710.0,430.0,10.0,150.0,True
17008,290.0,570.0,10.0,150.0,True
17009,430.0,570.0,10.0,150.0,True
17010,570.0,570.0,10.0,150.0,True
17011,710.0,570.0,10.0,150.0,True
17012,290.0,710.0,10.0,150.0,True
17013,430.0,710.0,10.0,150.0,True
17014,570.0,710.0,10.0,150.0,True
17015,710.0,710.0,10.0,150.0,True
