id,x,y,energy,range,alive
20000,110,130,5,150,TRUE
20001,230,180,5,150,TRUE
20002,360,140,5,150,TRUE
20003,490,210,5,150,TRUE
20004,620,160,5,150,TRUE
20005,750,240,5,150,TRUE
20006,880,190,5,150,TRUE
20007,160,300,5,150,TRUE
20008,290,340,5,150,TRUE
20009,430,310,5,150,TRUE
20010,560,360,5,150,TRUE
20011,690,330,5,150,TRUE
20012,820,390,5,150,TRUE
20013,940,340,5,150,TRUE
20014,140,460,5,150,TRUE
20015,270,510,5,150,TRUE
20016,410,480,5,150,TRUE
20017,550,520,5,150,TRUE
20018,690,490,5,150,TRUE
20019,830,530,5,150,TRUE
20020,950,500,5,150,TRUE
20021,180,660,5,150,TRUE
20022,310,700,5,150,TRUE
20023,450,670,5,150,TRUE
20024,590,720,5,150,TRUE
20025,730,690,5,150,TRUE
20026,870,740,5,150,TRUE
20027,220,820,5,150,TRUE
20028,360,860,5,150,TRUE
20029,510,830,5,150,TRUE
20030,650,880,5,150,TRUE
20031,800,850,5,150,TRUE
20032,940,890,5,150,TRUE
20033,120,240,5,150,TRUE
20034,260,210,5,150,TRUE
20035,400,260,5,150,TRUE
20036,540,230,5,150,TRUE
20037,700,280,5,150,TRUE
20038,850,250,5,150,TRUE
20039,200,420,5,150,TRUE
20040,340,450,5,150,TRUE
20041,480,430,5,150,TRUE
20042,620,470,5,150,TRUE
20043,770,440,5,150,TRUE
20044,910,480,5,150,TRUE
20045,250,600,5,150,TRUE
20046,390,630,5,150,TRUE
20047,530,610,5,150,TRUE
20048,670,650,5,150,TRUE
20049,820,620,5,150,TRUE
20050,960,660,5,150,TRUE
20051,300,780,5,150,TRUE
20052,440,820,5,150,TRUE
20053,580,790,5,150,TRUE
20054,720,830,5,150,TRUE
20055,860,800,5,150,TRUE
20056,500,950,5,150,TRUE
20057,650,950,5,150,TRUE
20058,800,950,5,150,TRUE
20059,950,950,5,150,TRUE
