id,x,y,energy,range,alive
0,620.414993272752,557.715429693762,2.0,50.0,True
1,560.3119462178885,322.2436986445015,2.0,50.0,True
2,595.2281828644177,561.9931214377169,2.0,50.0,True
3,450.7219228609261,452.6019096607396,2.0,50.0,True
4,306.4538237734464,447.6829292519572,2.0,50.0,True
5,553.616409354472,600.4611770300235,2.0,50.0,True
6,587.694856697631,631.4843144866871,2.0,50.0,True
7,441.3296306302546,417.70556843886413,2.0,50.0,True
8,595.3603435315554,342.4305017610981,2.0,50.0,True
9,466.8001971292685,454.21139122084264,2.0,50.0,True
10,470.9988694062202,439.6714925574824,2.0,50.0,True
11,295.9504127764268,292.48285270499144,2.0,50.0,True
12,308.3558973373435,449.6368906166336,2.0,50.0,True
13,560.1758167544644,417.1478948097419,2.0,50.0,True
14,622.7428989007493,468.8802158108052,2.0,50.0,True
15,588.5510212704219,606.3848695744463,2.0,50.0,True
16,445.13325702079675,459.60589719109316,2.0,50.0,True
17,319.44038502576814,291.16067130161895,2.0,50.0,True
18,469.705342586413,489.73913689454275,2.0,50.0,True
19,566.9423497465926,554.9856002339977,2.0,50.0,True
20,443.60571935453805,273.2230120618338,2.0,50.0,True
21,474.5380490224719,423.87811509095565,2.0,50.0,True
22,598.1389511563382,618.7955183188662,2.0,50.0,True
23,585.9567892053152,484.0811038623059,2.0,50.0,True
24,322.1035026051579,607.9650936131063,2.0,50.0,True
25,281.00830224034036,621.4065590500707,2.0,50.0,True
26,419.509574643622,310.7739119430279,2.0,50.0,True
27,601.811666241926,339.21958703832604,2.0,50.0,True
28,586.0822891600224,304.77770814924264,2.0,50.0,True
29,620.5625462164554,283.1417303106856,2.0,50.0,True
30,320.9468446875648,455.10540770851605,2.0,50.0,True
31,275.28992358474267,460.0784959154147,2.0,50.0,True
32,336.3948965674165,609.2363197858242,2.0,50.0,True
33,287.96204916516473,293.28097309159875,2.0,50.0,True
34,314.0356648819629,313.34010948528254,2.0,50.0,True
35,336.6363512994439,339.15463912556606,2.0,50.0,True
36,472.26207701138793,477.8361866928368,2.0,50.0,True
37,311.14838812534333,305.7918585431916,2.0,50.0,True
38,410.728110867634,299.29085307294446,2.0,50.0,True
39,459.2047348005348,339.8015830801456,2.0,50.0,True
40,459.97530321197337,567.131945078345,2.0,50.0,True
41,456.00581163029335,598.7794149849826,2.0,50.0,True
42,439.0126489717673,438.6639497336245,2.0,50.0,True
43,329.5736074266758,324.7570097594332,2.0,50.0,True
44,611.9272258751548,571.022428339989,2.0,50.0,True
45,315.93654252276775,306.3449727220091,2.0,50.0,True
46,289.8935549595784,607.640392269959,2.0,50.0,True
47,456.36824072974946,491.706120299939,2.0,50.0,True
