id,x,y,energy,range,alive
0,1040.5141785568605,454.6160154856104,2.0,50.0,True
1,1092.8139086063986,483.3174555590107,2.0,50.0,True
2,964.7273152419345,469.3669890804551,2.0,50.0,True
3,1069.0141867506081,471.4607125008373,2.0,50.0,True
4,934.9835051563848,441.34317067552735,2.0,50.0,True
5,947.7392461554078,488.1470341142686,2.0,50.0,True
6,1027.755152750704,456.15475405456993,2.0,50.0,True
7,1048.6702097967714,422.9077633494342,2.0,50.0,True
8,1042.6309062198359,445.95776591223256,2.0,50.0,True
9,1044.9724274981281,416.28124125588266,2.0,50.0,True
10,1089.2578190718418,488.024097067569,2.0,50.0,True
11,944.4045025398202,440.00928353657775,2.0,50.0,True
12,942.2404991992659,469.8498835244845,2.0,50.0,True
13,1040.1924558450007,425.76669651515545,2.0,50.0,True
14,934.2066451285564,428.26327057529693,2.0,50.0,True
15,1037.40421149875,434.80942238400615,2.0,50.0,True
16,972.1696365459927,415.05514725801066,2.0,50.0,True
17,948.5307924478492,422.90662257773664,2.0,50.0,True
18,938.6337976179392,458.4238046270762,2.0,50.0,True
19,1046.5790460832634,448.9078102680356,2.0,50.0,True
20,960.4634086421091,448.0337728854771,2.0,50.0,True
21,951.3397549600879,490.1581440196555,2.0,50.0,True
22,936.5722883527199,416.27195274383706,2.0,50.0,True
23,955.1711303867462,487.76181365478834,2.0,50.0,True
24,984.0050623541132,458.78405338560526,2.0,50.0,True
25,1086.471783123807,460.6517157376048,2.0,50.0,True
26,963.6159540934345,440.8886116960649,2.0,50.0,True
27,1089.9169113144021,458.01116705631523,2.0,50.0,True
28,1037.853303991882,457.3403382979365,2.0,50.0,True
29,934.9780353060669,482.5269061401235,2.0,50.0,True
30,920.3637073979005,454.06617195520425,2.0,50.0,True
31,1080.755243717751,481.3467960196233,2.0,50.0,True
32,929.9068842508885,435.72808198114785,2.0,50.0,True
33,913.625099336034,429.489678564491,2.0,50.0,True
34,944.3865451795939,420.5918582512742,2.0,50.0,True
35,919.5971842948062,430.98928681567907,2.0,50.0,True
36,1092.5516644358604,448.89923614960526,2.0,50.0,True
37,1044.6071854733034,431.2188824082386,2.0,50.0,True
38,935.1640877897526,477.54155067815196,2.0,50.0,True
39,1093.4947150096534,442.5997410014471,2.0,50.0,True
40,929.9241329896171,481.13825197338986,2.0,50.0,True
41,1059.437983149718,439.3149324618158,2.0,50.0,True
42,924.6530646666494,451.98195724368964,2.0,50.0,True
43,1050.9787833751602,450.5035185053012,2.0,50.0,True
44,1063.5612403245923,437.7508152956398,2.0,50.0,True
45,1049.536282886804,481.18217617497544,2.0,50.0,True
46,955.148902905155,463.9150996092085,2.0,50.0,True
47,957.3017897235289,481.0288204611116,2.0,50.0,True
48,1073.1836273990143,419.2524361189274,2.0,50.0,True
49,1088.534560832968,440.9274476809866,2.0,50.0,True
50,941.1869629269594,467.63338060925656,2.0,50.0,True
51,1079.2693737259592,409.50182458848906,2.0,50.0,True
52,935.1949609936673,478.7516098955414,2.0,50.0,True
53,1047.2237722003438,417.1600939705148,2.0,50.0,True
54,1073.0750674974645,472.86539248347066,2.0,50.0,True
55,1052.8632329919894,468.0679772486105,2.0,50.0,True
56,1082.0668564747973,427.79711878286685,2.0,50.0,True
57,1044.8230970103461,462.7689671868434,2.0,50.0,True
58,1113.6011157596165,451.5546693576705,2.0,50.0,True
59,976.2429021220171,444.7679541372832,2.0,50.0,True
60,988.9258159619897,443.8311860592642,2.0,50.0,True
61,958.4467958308951,431.6116026267554,2.0,50.0,True
62,1062.3612640425795,476.4184966651546,2.0,50.0,True
63,1045.0102152878271,462.2426911437188,2.0,50.0,True
64,960.3927938592427,416.1985147078982,2.0,50.0,True
65,1079.1170762853073,438.4579492035914,2.0,50.0,True
66,970.4154261802619,482.3570687921056,2.0,50.0,True
67,1111.81198857822,437.00609544246583,2.0,50.0,True
68,1053.657474029193,410.33365756299,2.0,50.0,True
69,1070.0432217835794,494.70491871301937,2.0,50.0,True
70,1079.9280133883906,453.8815650926229,2.0,50.0,True
71,1065.5437049749585,476.9865765397693,2.0,50.0,True
72,1082.6375712353451,460.5933176717193,2.0,50.0,True
73,932.113079194645,485.3542777099066,2.0,50.0,True
74,1088.936133724689,412.43441950044206,2.0,50.0,True
75,1039.8590306235592,434.8593050207142,2.0,50.0,True
76,1071.0212334012622,484.0402959351088,2.0,50.0,True
77,1031.8698679933407,435.8174131990976,2.0,50.0,True
78,975.0791517664261,480.4974680078865,2.0,50.0,True
79,1096.0739960934336,442.81413237874875,2.0,50.0,True
80,1069.6426821026837,429.1465044307456,2.0,50.0,True
81,1040.055786932869,456.0391701904537,2.0,50.0,True
82,1083.9744270978113,492.0936893949228,2.0,50.0,True
83,1068.6903833041492,488.8880022796081,2.0,50.0,True
84,972.940229129251,477.8259297594302,2.0,50.0,True
85,1045.0455635747912,469.03024179689487,2.0,50.0,True
86,955.4244543398036,440.37424451016034,2.0,50.0,True
87,1099.600699581009,453.0236716396106,2.0,50.0,True
88,990.7125127691758,439.48904871338476,2.0,50.0,True
89,1077.876188737629,419.43392683552,2.0,50.0,True
90,1044.3831603226731,421.1728255609895,2.0,50.0,True
91,989.2377717044465,443.5899767657652,2.0,50.0,True
92,962.4434850117068,410.5168916153347,2.0,50.0,True
93,922.4637116553216,436.2029863547981,2.0,50.0,True
94,950.4723267158568,410.58952728198125,2.0,50.0,True
95,1082.6823616591994,422.0316086710815,2.0,50.0,True
96,942.8797051087289,440.14207837269345,2.0,50.0,True
97,1031.875022768867,461.3242996667295,2.0,50.0,True
98,1091.9003226604134,431.7422713363579,2.0,50.0,True
99,1110.920400044262,451.6345371867255,2.0,50.0,True
100,975.5137474596354,451.37000556190543,2.0,50.0,True
101,948.8188591288005,471.2121929309779,2.0,50.0,True
102,1034.3687703849373,442.6528104136704,2.0,50.0,True
103,954.2593047360157,416.16073119345293,2.0,50.0,True
104,1099.8049510808885,426.3494940805702,2.0,50.0,True
105,956.4955369373561,466.0649525987686,2.0,50.0,True
106,1073.0368866771944,456.62434242628996,2.0,50.0,True
107,956.0871874587391,417.49460726272264,2.0,50.0,True
108,938.1810370071637,472.33535355610877,2.0,50.0,True
109,938.9751243122993,433.06195092997945,2.0,50.0,True
110,929.1724143243374,460.73054069714794,2.0,50.0,True
111,951.0404100610401,442.63842152977213,2.0,50.0,True
112,1101.3473717399224,480.61159942202437,2.0,50.0,True
113,913.5685044984602,463.3876604648871,2.0,50.0,True
114,928.0189418892377,470.5335863454169,2.0,50.0,True
115,1082.5312500551752,487.47278796139955,2.0,50.0,True
116,965.7154077188337,460.3728948466981,2.0,50.0,True
117,960.7231533535598,467.5934894969649,2.0,50.0,True
118,1068.416918506628,423.10698389378194,2.0,50.0,True
119,1052.2278621624857,460.491149875881,2.0,50.0,True
120,958.3081318987007,424.315600752462,2.0,50.0,True
121,1026.3232562986132,447.60038197940725,2.0,50.0,True
122,990.2930489695142,451.838162910712,2.0,50.0,True
123,1083.8219529035036,446.59598531418504,2.0,50.0,True
124,1108.7884836041774,436.2364185258847,2.0,50.0,True
125,1104.25997282249,437.8938865263973,2.0,50.0,True
126,963.0772186934867,449.97588934650474,2.0,50.0,True
127,1074.0296505835306,446.01776118763405,2.0,50.0,True
128,1064.5588301604278,407.72128973513423,2.0,50.0,True
129,964.2331292266753,467.36776407479056,2.0,50.0,True
130,962.323300424381,462.7885438686825,2.0,50.0,True
131,1070.8585118994151,438.90245908269674,2.0,50.0,True
132,974.4248437700179,422.76298121887874,2.0,50.0,True
133,1039.8104222995735,422.5105097307897,2.0,50.0,True
134,1090.3943982399328,488.4715347184412,2.0,50.0,True
135,947.9562314503295,409.5435993811626,2.0,50.0,True
136,921.3655119596241,482.45148588716404,2.0,50.0,True
137,969.9690903647156,453.8067235543879,2.0,50.0,True
138,1039.7224656338476,419.60333670661225,2.0,50.0,True
139,1064.5271380826098,444.7353918057364,2.0,50.0,True
140,929.1931737809377,486.97211645307135,2.0,50.0,True
141,948.3858203533484,432.97987751473806,2.0,50.0,True
142,1096.4605442718055,457.95858391361344,2.0,50.0,True
143,953.0001912831825,454.60968942505167,2.0,50.0,True
144,987.4465381798925,474.47130120263074,2.0,50.0,True
145,980.0772064328974,444.01342120473333,2.0,50.0,True
146,1090.3923055108226,424.09582162138156,2.0,50.0,True
147,975.1971660534816,418.31106357824444,2.0,50.0,True
148,938.3921126296159,478.56515512092204,2.0,50.0,True
149,1095.2561564072157,476.29228907597536,2.0,50.0,True
150,1105.4504730812996,540.1593365041629,2.0,50.0,True
151,911.4406842479066,555.4161770517463,2.0,50.0,True
152,972.7093148669833,572.9482772886053,2.0,50.0,True
153,951.9739493908205,562.7489692551001,2.0,50.0,True
154,945.1173740473553,526.5945088644698,2.0,50.0,True
155,950.0313141795228,572.5301396416003,2.0,50.0,True
156,1048.9420676173513,589.1002032227517,2.0,50.0,True
157,1071.0145474325013,533.7003814449615,2.0,50.0,True
158,1057.8916318604774,562.1433086311511,2.0,50.0,True
159,949.4781028701192,509.7599120206042,2.0,50.0,True
160,962.2089239481817,507.1690336391375,2.0,50.0,True
161,955.1781570241034,556.501355184083,2.0,50.0,True
162,963.4372404667131,571.7386438064589,2.0,50.0,True
163,1043.7464214963998,552.6740791778906,2.0,50.0,True
164,1050.079681383705,556.1825717202245,2.0,50.0,True
165,1055.1911919405338,545.6087656505392,2.0,50.0,True
166,1051.9346116706422,523.2514330130215,2.0,50.0,True
167,1047.8428662471201,586.2826168163476,2.0,50.0,True
168,1047.265467423982,585.3395321084207,2.0,50.0,True
169,1050.9304163746926,518.550410694455,2.0,50.0,True
170,1071.9213343088263,527.008550503491,2.0,50.0,True
171,1063.5774000212223,553.1958627587633,2.0,50.0,True
172,986.8173382361954,574.8804455608577,2.0,50.0,True
173,977.6477859933698,576.0539444885218,2.0,50.0,True
174,967.4428806085135,532.1819617464173,2.0,50.0,True
175,1028.8044498295935,535.6642887809143,2.0,50.0,True
176,915.0777114177564,576.200466464858,2.0,50.0,True
177,973.3550800127309,578.8565994183407,2.0,50.0,True
178,962.3058196472446,586.8289735776858,2.0,50.0,True
179,919.7474933883285,537.3836232163445,2.0,50.0,True
180,958.416272776854,524.2406316669519,2.0,50.0,True
181,934.432114236695,507.84647108170725,2.0,50.0,True
182,939.9642025037408,560.1025920922707,2.0,50.0,True
183,922.4013983010655,518.732247701989,2.0,50.0,True
184,971.562871180205,517.5034070438173,2.0,50.0,True
185,907.4598524671335,538.8431626705421,2.0,50.0,True
186,1084.9385025502975,531.5434446324632,2.0,50.0,True
187,1057.698204614288,590.9035815689324,2.0,50.0,True
188,1094.1752225992336,530.9404352041018,2.0,50.0,True
189,945.6172114822886,525.7455691855166,2.0,50.0,True
190,949.7198222239829,583.5459415127392,2.0,50.0,True
191,1079.876022613998,587.2521364568123,2.0,50.0,True
192,976.8544404122318,560.4809101006898,2.0,50.0,True
193,932.114907778372,552.1530707623936,2.0,50.0,True
194,936.0662306967114,561.345579303737,2.0,50.0,True
195,1054.6739263003965,562.5175214383994,2.0,50.0,True
196,1109.9012206889938,568.9391448831714,2.0,50.0,True
197,1088.1131915372875,572.0188412388702,2.0,50.0,True
198,954.6525148282004,566.3319070482529,2.0,50.0,True
199,1070.3103379435504,545.3404946989901,2.0,50.0,True
200,917.6910610190176,545.7904395971917,2.0,50.0,True
201,1073.328401012946,579.604434122828,2.0,50.0,True
202,916.0272959910093,540.9901347500465,2.0,50.0,True
203,990.2391727858346,569.0596357922155,2.0,50.0,True
204,1101.0515901930037,519.0401588603033,2.0,50.0,True
205,918.7607517169628,578.7857739300002,2.0,50.0,True
206,929.4829766896506,528.9876068234381,2.0,50.0,True
207,976.6647469075048,523.7483135491985,2.0,50.0,True
208,1071.1331083282598,528.7021426003679,2.0,50.0,True
209,982.6854626325362,570.3340386739504,2.0,50.0,True
210,1072.2686373717577,591.4250316428023,2.0,50.0,True
211,1092.8888714666439,512.228721076151,2.0,50.0,True
212,1083.6799518060693,555.0861444707983,2.0,50.0,True
213,1091.1087186509355,517.7879163741186,2.0,50.0,True
214,1053.5846771128265,530.0897699792966,2.0,50.0,True
215,1082.8984859528239,548.6240950416851,2.0,50.0,True
216,942.7941046381711,519.4826064570466,2.0,50.0,True
217,1075.2993790870614,579.1598152145027,2.0,50.0,True
218,1101.579389853458,574.1683478799399,2.0,50.0,True
219,1031.7764059420965,534.6795492726189,2.0,50.0,True
220,1037.0920739939322,523.9305702714562,2.0,50.0,True
221,1084.2607222735794,553.8629134966908,2.0,50.0,True
222,936.285210095244,542.9439317452258,2.0,50.0,True
223,926.3504036257441,578.3325010264473,2.0,50.0,True
224,1085.2089055573556,515.0253746480191,2.0,50.0,True
225,927.0689058087188,582.71301011513,2.0,50.0,True
226,1040.8580570101813,535.5311688359151,2.0,50.0,True
227,1083.7847818736425,517.1074560755657,2.0,50.0,True
228,1066.4917235504327,543.7060224731778,2.0,50.0,True
229,993.2643138499054,556.6141822751096,2.0,50.0,True
230,942.4159717611159,577.8760460317367,2.0,50.0,True
231,944.5583143975213,508.884504420825,2.0,50.0,True
232,1046.5491668540749,578.8644610868033,2.0,50.0,True
233,1092.1329666695594,546.291701339613,2.0,50.0,True
234,1075.389049766966,524.9381613008593,2.0,50.0,True
235,1072.1039586799475,532.0898804670081,2.0,50.0,True
236,1067.7202087336686,511.0093108648732,2.0,50.0,True
237,973.3500074753289,515.5110738185324,2.0,50.0,True
238,1050.2932415275386,576.4871492697247,2.0,50.0,True
239,939.8968591901954,572.7429715868329,2.0,50.0,True
240,933.8875081766141,530.6593845530579,2.0,50.0,True
241,1044.9510349009572,519.9235571198548,2.0,50.0,True
242,946.5138558188837,587.6871844702838,2.0,50.0,True
243,1054.5228345428793,575.4350108213512,2.0,50.0,True
244,1071.3209971466324,505.9448715265326,2.0,50.0,True
245,1089.506104754644,551.958603886797,2.0,50.0,True
246,1101.6447338076393,529.5898767328431,2.0,50.0,True
247,1071.4040445515313,517.0152499436916,2.0,50.0,True
248,1060.8793890756701,541.5985988774429,2.0,50.0,True
249,979.3170746050926,568.7455897717338,2.0,50.0,True
250,1080.2904604734322,536.2420405813835,2.0,50.0,True
251,1042.2559397507468,544.1948713879761,2.0,50.0,True
252,1104.9988023236906,576.6671263356451,2.0,50.0,True
253,1036.452984877411,521.0110890977709,2.0,50.0,True
254,1099.93533651685,549.8944609824098,2.0,50.0,True
255,950.4559633541653,567.7113247238758,2.0,50.0,True
256,1091.0284161146799,553.5149161790391,2.0,50.0,True
257,950.6244743114803,571.3757140662747,2.0,50.0,True
258,964.9797869108799,569.4064958750273,2.0,50.0,True
259,969.5642968983866,525.5896190755974,2.0,50.0,True
260,1041.2933418899215,567.0927101980724,2.0,50.0,True
261,914.6933555983543,571.6898139997002,2.0,50.0,True
262,1040.4328121704846,519.5828208167055,2.0,50.0,True
263,1069.237704503691,512.1769989187402,2.0,50.0,True
264,1077.6101990820173,528.1874237120172,2.0,50.0,True
265,1041.4700397744484,582.5605693753658,2.0,50.0,True
266,938.5271224068249,574.319709656704,2.0,50.0,True
267,932.1852582205101,586.85399510059,2.0,50.0,True
268,959.6677405668255,517.1529957341675,2.0,50.0,True
269,989.5669519084634,545.2566888828532,2.0,50.0,True
270,1055.789772595062,546.789880030025,2.0,50.0,True
271,942.8821849800045,512.5513031662953,2.0,50.0,True
272,916.7069772936413,557.378985327836,2.0,50.0,True
273,921.1471090488541,557.3620217340704,2.0,50.0,True
274,1111.2501570103884,567.7453221232706,2.0,50.0,True
275,918.7147226110916,537.6226657666608,2.0,50.0,True
276,974.6482227329886,531.0887950679519,2.0,50.0,True
277,974.66735807995,560.4501817353472,2.0,50.0,True
278,1030.3403113783852,531.4125006846571,2.0,50.0,True
279,942.8547943973741,519.2943667219106,2.0,50.0,True
280,970.7971951288921,548.1930530480417,2.0,50.0,True
281,1056.20627055085,584.9510389497938,2.0,50.0,True
282,1053.5351803003446,579.7131431548765,2.0,50.0,True
283,1090.3860361599789,576.0216270045166,2.0,50.0,True
284,1098.8461827963517,516.3258705262397,2.0,50.0,True
285,943.6478840403229,523.8216045466733,2.0,50.0,True
286,951.8477074339053,538.1514514259599,2.0,50.0,True
287,912.2128801900183,542.8478136031821,2.0,50.0,True
288,950.2632483639318,584.9001400409704,2.0,50.0,True
289,953.964411455772,543.3670714702356,2.0,50.0,True
290,1066.5360437529616,524.311948591224,2.0,50.0,True
291,982.1601737619892,538.6827973889831,2.0,50.0,True
292,1079.3983511953977,523.8507231277955,2.0,50.0,True
293,1086.9959225822179,570.1571742383114,2.0,50.0,True
294,942.8903720092861,567.5701555123857,2.0,50.0,True
295,1093.0598697567516,528.0888590060738,2.0,50.0,True
296,948.6705566514669,570.1112493599857,2.0,50.0,True
297,1105.6570769029336,546.7731282077228,2.0,50.0,True
298,1056.8310665839047,554.1213670429744,2.0,50.0,True
299,1104.747877382974,554.4785998366995,2.0,50.0,True
