id,x,y,energy,range,alive
18000,350.0,450.0,10.0,150.0,True
18001,470.0,450.0,10.0,150.0,True
18002,590.0,450.0,10.0,150.0,True
18003,710.0,450.0,0.05,150.0,True
18004,830.0,450.0,10.0,150.0,True
18005,950.0,450.0,10.0,150.0,True
18006,1070.0,450.0,10.0,150.0,True
18100,350.0,550.0,10.0,150.0,True
18101,470.0,550.0,10.0,150.0,True
18102,590.0,550.0,10.0,150.0,True
18103,710.0,550.0,10.0,150.0,True
18104,830.0,550.0,10.0,150.0,True
18105,950.0,550.0,10.0,150.0,True
18106,1070.0,550.0,10.0,150.0,True
